"AIQ","HCI","SD","BF","NAOS","EL","NI","AGNT"
51.7,0.4,22.8,BF05,5,36k,36000,Q_l#5
47.0,0.4,19.5,BF05,5,36k,36000,Q_0#1
48.7,0.4,20.1,BF05,5,36k,36000,Q_0#2
50.5,0.4,20.6,BF05,5,36k,36000,Q_0#3
51.6,0.4,21.6,BF05,5,36k,36000,Q_0#4
50.7,0.4,22.6,BF05,5,36k,36000,Q_0#5
46.1,0.4,22.4,BF05,5,37k,37000,Freq#1
46.9,0.4,22.1,BF05,5,37k,37000,Freq#2
46.9,0.4,21.5,BF05,5,37k,37000,Freq#3
46.4,0.4,21.3,BF05,5,37k,37000,Freq#4
45.7,0.4,21.0,BF05,5,37k,37000,Freq#5
54.3,0.4,21.7,BF05,5,37k,37000,H_l#1
52.0,0.4,20.2,BF05,5,37k,37000,H_l#2
53.2,0.4,21.0,BF05,5,37k,37000,H_l#3
54.7,0.4,22.4,BF05,5,37k,37000,H_l#4
53.9,0.5,23.8,BF05,5,37k,37000,H_l#5
54.5,1.4,23.4,BF05,5,37k,37000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,37k,37000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,37k,37000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,37k,37000,MC_AIXI#4
48.8,1.3,20.7,BF05,5,37k,37000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,37k,37000,Q_l#1
49.9,0.4,19.7,BF05,5,37k,37000,Q_l#2
51.6,0.4,21.1,BF05,5,37k,37000,Q_l#3
52.9,0.5,23.6,BF05,5,37k,37000,Q_l#4
51.8,0.4,22.7,BF05,5,37k,37000,Q_l#5
47.0,0.4,19.5,BF05,5,37k,37000,Q_0#1
48.7,0.4,20.0,BF05,5,37k,37000,Q_0#2
50.5,0.4,20.6,BF05,5,37k,37000,Q_0#3
51.6,0.4,21.6,BF05,5,37k,37000,Q_0#4
50.8,0.4,22.6,BF05,5,37k,37000,Q_0#5
46.1,0.4,22.4,BF05,5,38k,38000,Freq#1
47.0,0.4,22.1,BF05,5,38k,38000,Freq#2
46.9,0.4,21.5,BF05,5,38k,38000,Freq#3
46.4,0.4,21.3,BF05,5,38k,38000,Freq#4
45.7,0.4,21.0,BF05,5,38k,38000,Freq#5
54.3,0.4,21.7,BF05,5,38k,38000,H_l#1
52.0,0.4,20.2,BF05,5,38k,38000,H_l#2
53.2,0.4,21.0,BF05,5,38k,38000,H_l#3
54.8,0.4,22.4,BF05,5,38k,38000,H_l#4
53.9,0.5,23.9,BF05,5,38k,38000,H_l#5
54.5,1.4,23.4,BF05,5,38k,38000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,38k,38000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,38k,38000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,38k,38000,MC_AIXI#4
48.9,1.3,20.7,BF05,5,38k,38000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,38k,38000,Q_l#1
49.9,0.4,19.7,BF05,5,38k,38000,Q_l#2
51.6,0.4,21.1,BF05,5,38k,38000,Q_l#3
52.9,0.5,23.5,BF05,5,38k,38000,Q_l#4
51.9,0.4,22.7,BF05,5,38k,38000,Q_l#5
47.0,0.4,19.5,BF05,5,38k,38000,Q_0#1
48.7,0.4,20.0,BF05,5,38k,38000,Q_0#2
50.5,0.4,20.6,BF05,5,38k,38000,Q_0#3
51.6,0.4,21.6,BF05,5,38k,38000,Q_0#4
50.9,0.4,22.5,BF05,5,38k,38000,Q_0#5
46.2,0.4,22.4,BF05,5,39k,39000,Freq#1
47.0,0.4,22.1,BF05,5,39k,39000,Freq#2
46.9,0.4,21.5,BF05,5,39k,39000,Freq#3
46.5,0.4,21.3,BF05,5,39k,39000,Freq#4
45.8,0.4,21.0,BF05,5,39k,39000,Freq#5
54.3,0.4,21.7,BF05,5,39k,39000,H_l#1
52.0,0.4,20.2,BF05,5,39k,39000,H_l#2
53.2,0.4,21.0,BF05,5,39k,39000,H_l#3
54.8,0.4,22.4,BF05,5,39k,39000,H_l#4
53.9,0.5,23.9,BF05,5,39k,39000,H_l#5
54.5,1.4,23.4,BF05,5,39k,39000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,39k,39000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,39k,39000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,39k,39000,MC_AIXI#4
48.9,1.3,20.7,BF05,5,39k,39000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,39k,39000,Q_l#1
49.9,0.4,19.7,BF05,5,39k,39000,Q_l#2
51.6,0.4,21.1,BF05,5,39k,39000,Q_l#3
53.0,0.5,23.5,BF05,5,39k,39000,Q_l#4
51.9,0.4,22.7,BF05,5,39k,39000,Q_l#5
47.0,0.4,19.5,BF05,5,39k,39000,Q_0#1
48.7,0.4,20.0,BF05,5,39k,39000,Q_0#2
50.5,0.4,20.5,BF05,5,39k,39000,Q_0#3
51.7,0.4,21.6,BF05,5,39k,39000,Q_0#4
50.9,0.4,22.5,BF05,5,39k,39000,Q_0#5
46.2,0.4,22.4,BF05,5,40k,40000,Freq#1
47.1,0.4,22.1,BF05,5,40k,40000,Freq#2
47.0,0.4,21.6,BF05,5,40k,40000,Freq#3
46.5,0.4,21.3,BF05,5,40k,40000,Freq#4
45.8,0.4,21.0,BF05,5,40k,40000,Freq#5
54.3,0.4,21.7,BF05,5,40k,40000,H_l#1
52.0,0.4,20.2,BF05,5,40k,40000,H_l#2
53.2,0.4,21.0,BF05,5,40k,40000,H_l#3
54.8,0.4,22.4,BF05,5,40k,40000,H_l#4
54.0,0.5,23.9,BF05,5,40k,40000,H_l#5
54.5,1.4,23.4,BF05,5,40k,40000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,40k,40000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,40k,40000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,40k,40000,MC_AIXI#4
49.0,1.3,20.7,BF05,5,40k,40000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,40k,40000,Q_l#1
49.9,0.4,19.7,BF05,5,40k,40000,Q_l#2
51.7,0.4,21.1,BF05,5,40k,40000,Q_l#3
53.0,0.5,23.5,BF05,5,40k,40000,Q_l#4
52.0,0.4,22.7,BF05,5,40k,40000,Q_l#5
47.0,0.4,19.5,BF05,5,40k,40000,Q_0#1
48.8,0.4,20.0,BF05,5,40k,40000,Q_0#2
50.6,0.4,20.5,BF05,5,40k,40000,Q_0#3
51.7,0.4,21.6,BF05,5,40k,40000,Q_0#4
51.0,0.4,22.5,BF05,5,40k,40000,Q_0#5
46.3,0.4,22.4,BF05,5,41k,41000,Freq#1
47.1,0.4,22.1,BF05,5,41k,41000,Freq#2
47.0,0.4,21.6,BF05,5,41k,41000,Freq#3
46.5,0.4,21.3,BF05,5,41k,41000,Freq#4
45.8,0.4,21.0,BF05,5,41k,41000,Freq#5
54.3,0.4,21.7,BF05,5,41k,41000,H_l#1
52.0,0.4,20.2,BF05,5,41k,41000,H_l#2
53.2,0.4,21.0,BF05,5,41k,41000,H_l#3
54.8,0.4,22.4,BF05,5,41k,41000,H_l#4
54.0,0.5,23.9,BF05,5,41k,41000,H_l#5
54.5,1.4,23.4,BF05,5,41k,41000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,41k,41000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,41k,41000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,41k,41000,MC_AIXI#4
49.0,1.3,20.7,BF05,5,41k,41000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,41k,41000,Q_l#1
49.9,0.4,19.7,BF05,5,41k,41000,Q_l#2
51.7,0.4,21.1,BF05,5,41k,41000,Q_l#3
53.0,0.5,23.5,BF05,5,41k,41000,Q_l#4
52.1,0.4,22.7,BF05,5,41k,41000,Q_l#5
47.0,0.4,19.5,BF05,5,41k,41000,Q_0#1
48.8,0.4,20.0,BF05,5,41k,41000,Q_0#2
50.6,0.4,20.5,BF05,5,41k,41000,Q_0#3
51.8,0.4,21.6,BF05,5,41k,41000,Q_0#4
51.1,0.4,22.5,BF05,5,41k,41000,Q_0#5
46.3,0.4,22.4,BF05,5,42k,42000,Freq#1
47.1,0.4,22.1,BF05,5,42k,42000,Freq#2
47.0,0.4,21.6,BF05,5,42k,42000,Freq#3
46.6,0.4,21.3,BF05,5,42k,42000,Freq#4
45.8,0.4,21.0,BF05,5,42k,42000,Freq#5
54.3,0.4,21.7,BF05,5,42k,42000,H_l#1
52.0,0.4,20.3,BF05,5,42k,42000,H_l#2
53.2,0.4,21.0,BF05,5,42k,42000,H_l#3
54.8,0.4,22.4,BF05,5,42k,42000,H_l#4
54.0,0.5,23.9,BF05,5,42k,42000,H_l#5
54.5,1.4,23.4,BF05,5,42k,42000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,42k,42000,MC_AIXI#2
55.2,1.4,22.7,BF05,5,42k,42000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,42k,42000,MC_AIXI#4
49.1,1.3,20.7,BF05,5,42k,42000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,42k,42000,Q_l#1
49.9,0.4,19.7,BF05,5,42k,42000,Q_l#2
51.7,0.4,21.1,BF05,5,42k,42000,Q_l#3
53.1,0.5,23.5,BF05,5,42k,42000,Q_l#4
52.2,0.4,22.7,BF05,5,42k,42000,Q_l#5
47.1,0.4,19.5,BF05,5,42k,42000,Q_0#1
48.8,0.4,20.0,BF05,5,42k,42000,Q_0#2
50.6,0.4,20.5,BF05,5,42k,42000,Q_0#3
51.8,0.4,21.6,BF05,5,42k,42000,Q_0#4
51.2,0.4,22.5,BF05,5,42k,42000,Q_0#5
46.4,0.4,22.4,BF05,5,43k,43000,Freq#1
47.2,0.4,22.1,BF05,5,43k,43000,Freq#2
47.1,0.4,21.6,BF05,5,43k,43000,Freq#3
46.6,0.4,21.3,BF05,5,43k,43000,Freq#4
45.9,0.4,21.0,BF05,5,43k,43000,Freq#5
54.3,0.4,21.7,BF05,5,43k,43000,H_l#1
52.0,0.4,20.3,BF05,5,43k,43000,H_l#2
53.2,0.4,21.0,BF05,5,43k,43000,H_l#3
54.8,0.4,22.4,BF05,5,43k,43000,H_l#4
54.0,0.5,23.9,BF05,5,43k,43000,H_l#5
54.5,1.4,23.4,BF05,5,43k,43000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,43k,43000,MC_AIXI#2
55.2,1.4,22.7,BF05,5,43k,43000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,43k,43000,MC_AIXI#4
49.1,1.3,20.7,BF05,5,43k,43000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,43k,43000,Q_l#1
49.9,0.4,19.7,BF05,5,43k,43000,Q_l#2
51.7,0.4,21.1,BF05,5,43k,43000,Q_l#3
53.1,0.5,23.5,BF05,5,43k,43000,Q_l#4
52.2,0.4,22.6,BF05,5,43k,43000,Q_l#5
47.1,0.4,19.5,BF05,5,43k,43000,Q_0#1
48.8,0.4,20.0,BF05,5,43k,43000,Q_0#2
50.6,0.4,20.5,BF05,5,43k,43000,Q_0#3
51.8,0.4,21.6,BF05,5,43k,43000,Q_0#4
51.3,0.4,22.5,BF05,5,43k,43000,Q_0#5
46.4,0.4,22.4,BF05,5,44k,44000,Freq#1
47.2,0.4,22.1,BF05,5,44k,44000,Freq#2
47.1,0.4,21.6,BF05,5,44k,44000,Freq#3
46.6,0.4,21.3,BF05,5,44k,44000,Freq#4
45.9,0.4,21.0,BF05,5,44k,44000,Freq#5
54.3,0.4,21.7,BF05,5,44k,44000,H_l#1
52.0,0.4,20.3,BF05,5,44k,44000,H_l#2
53.2,0.4,21.0,BF05,5,44k,44000,H_l#3
54.9,0.4,22.4,BF05,5,44k,44000,H_l#4
54.1,0.5,23.9,BF05,5,44k,44000,H_l#5
54.5,1.5,23.4,BF05,5,44k,44000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,44k,44000,MC_AIXI#2
55.2,1.4,22.7,BF05,5,44k,44000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,44k,44000,MC_AIXI#4
49.1,1.3,20.7,BF05,5,44k,44000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,44k,44000,Q_l#1
49.9,0.4,19.7,BF05,5,44k,44000,Q_l#2
51.7,0.4,21.1,BF05,5,44k,44000,Q_l#3
53.1,0.5,23.5,BF05,5,44k,44000,Q_l#4
52.3,0.4,22.6,BF05,5,44k,44000,Q_l#5
47.1,0.4,19.5,BF05,5,44k,44000,Q_0#1
48.8,0.4,20.0,BF05,5,44k,44000,Q_0#2
50.6,0.4,20.5,BF05,5,44k,44000,Q_0#3
51.9,0.4,21.6,BF05,5,44k,44000,Q_0#4
51.3,0.4,22.5,BF05,5,44k,44000,Q_0#5
46.4,0.4,22.4,BF05,5,45k,45000,Freq#1
47.2,0.4,22.1,BF05,5,45k,45000,Freq#2
47.1,0.4,21.6,BF05,5,45k,45000,Freq#3
46.6,0.4,21.3,BF05,5,45k,45000,Freq#4
45.9,0.4,21.0,BF05,5,45k,45000,Freq#5
54.3,0.4,21.7,BF05,5,45k,45000,H_l#1
52.0,0.4,20.3,BF05,5,45k,45000,H_l#2
53.2,0.4,21.0,BF05,5,45k,45000,H_l#3
54.9,0.4,22.4,BF05,5,45k,45000,H_l#4
54.1,0.5,23.9,BF05,5,45k,45000,H_l#5
54.5,1.5,23.4,BF05,5,45k,45000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,45k,45000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,45k,45000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,45k,45000,MC_AIXI#4
49.2,1.3,20.7,BF05,5,45k,45000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,45k,45000,Q_l#1
50.0,0.4,19.7,BF05,5,45k,45000,Q_l#2
51.7,0.4,21.1,BF05,5,45k,45000,Q_l#3
53.1,0.5,23.5,BF05,5,45k,45000,Q_l#4
52.3,0.4,22.6,BF05,5,45k,45000,Q_l#5
47.1,0.4,19.5,BF05,5,45k,45000,Q_0#1
48.8,0.4,20.0,BF05,5,45k,45000,Q_0#2
50.6,0.4,20.5,BF05,5,45k,45000,Q_0#3
51.9,0.4,21.6,BF05,5,45k,45000,Q_0#4
51.4,0.4,22.5,BF05,5,45k,45000,Q_0#5
46.5,0.4,22.4,BF05,5,46k,46000,Freq#1
47.3,0.4,22.1,BF05,5,46k,46000,Freq#2
47.2,0.4,21.6,BF05,5,46k,46000,Freq#3
46.7,0.4,21.3,BF05,5,46k,46000,Freq#4
46.0,0.4,21.0,BF05,5,46k,46000,Freq#5
54.3,0.4,21.7,BF05,5,46k,46000,H_l#1
52.0,0.4,20.3,BF05,5,46k,46000,H_l#2
53.2,0.4,21.0,BF05,5,46k,46000,H_l#3
54.9,0.4,22.4,BF05,5,46k,46000,H_l#4
54.1,0.5,23.9,BF05,5,46k,46000,H_l#5
54.5,1.5,23.4,BF05,5,46k,46000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,46k,46000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,46k,46000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,46k,46000,MC_AIXI#4
49.2,1.3,20.7,BF05,5,46k,46000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,46k,46000,Q_l#1
50.0,0.4,19.7,BF05,5,46k,46000,Q_l#2
51.7,0.4,21.0,BF05,5,46k,46000,Q_l#3
53.2,0.5,23.5,BF05,5,46k,46000,Q_l#4
52.4,0.4,22.6,BF05,5,46k,46000,Q_l#5
47.1,0.4,19.5,BF05,5,46k,46000,Q_0#1
48.8,0.4,20.0,BF05,5,46k,46000,Q_0#2
50.6,0.4,20.5,BF05,5,46k,46000,Q_0#3
51.9,0.4,21.6,BF05,5,46k,46000,Q_0#4
51.5,0.4,22.5,BF05,5,46k,46000,Q_0#5
46.5,0.4,22.4,BF05,5,47k,47000,Freq#1
47.3,0.4,22.1,BF05,5,47k,47000,Freq#2
47.2,0.4,21.6,BF05,5,47k,47000,Freq#3
46.7,0.4,21.3,BF05,5,47k,47000,Freq#4
46.0,0.4,21.0,BF05,5,47k,47000,Freq#5
54.4,0.4,21.7,BF05,5,47k,47000,H_l#1
52.0,0.4,20.3,BF05,5,47k,47000,H_l#2
53.2,0.4,21.0,BF05,5,47k,47000,H_l#3
54.9,0.4,22.4,BF05,5,47k,47000,H_l#4
54.1,0.5,23.9,BF05,5,47k,47000,H_l#5
54.5,1.5,23.4,BF05,5,47k,47000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,47k,47000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,47k,47000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,47k,47000,MC_AIXI#4
49.2,1.3,20.7,BF05,5,47k,47000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,47k,47000,Q_l#1
50.0,0.4,19.7,BF05,5,47k,47000,Q_l#2
51.8,0.4,21.0,BF05,5,47k,47000,Q_l#3
53.2,0.5,23.5,BF05,5,47k,47000,Q_l#4
52.5,0.4,22.6,BF05,5,47k,47000,Q_l#5
47.1,0.4,19.5,BF05,5,47k,47000,Q_0#1
48.8,0.4,20.0,BF05,5,47k,47000,Q_0#2
50.6,0.4,20.5,BF05,5,47k,47000,Q_0#3
51.9,0.4,21.6,BF05,5,47k,47000,Q_0#4
51.5,0.4,22.4,BF05,5,47k,47000,Q_0#5
46.6,0.4,22.4,BF05,5,48k,48000,Freq#1
47.4,0.4,22.1,BF05,5,48k,48000,Freq#2
47.2,0.4,21.6,BF05,5,48k,48000,Freq#3
46.7,0.4,21.3,BF05,5,48k,48000,Freq#4
46.0,0.4,21.0,BF05,5,48k,48000,Freq#5
54.4,0.4,21.7,BF05,5,48k,48000,H_l#1
52.0,0.4,20.3,BF05,5,48k,48000,H_l#2
53.2,0.4,21.0,BF05,5,48k,48000,H_l#3
54.9,0.4,22.4,BF05,5,48k,48000,H_l#4
54.1,0.5,23.9,BF05,5,48k,48000,H_l#5
54.5,1.5,23.4,BF05,5,48k,48000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,48k,48000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,48k,48000,MC_AIXI#3
53.8,1.3,21.7,BF05,5,48k,48000,MC_AIXI#4
49.3,1.3,20.7,BF05,5,48k,48000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,48k,48000,Q_l#1
50.0,0.4,19.7,BF05,5,48k,48000,Q_l#2
51.8,0.4,21.0,BF05,5,48k,48000,Q_l#3
53.2,0.5,23.5,BF05,5,48k,48000,Q_l#4
52.5,0.4,22.6,BF05,5,48k,48000,Q_l#5
47.1,0.4,19.5,BF05,5,48k,48000,Q_0#1
48.8,0.4,20.0,BF05,5,48k,48000,Q_0#2
50.7,0.4,20.5,BF05,5,48k,48000,Q_0#3
52.0,0.4,21.6,BF05,5,48k,48000,Q_0#4
51.6,0.4,22.4,BF05,5,48k,48000,Q_0#5
46.6,0.4,22.4,BF05,5,49k,49000,Freq#1
47.4,0.4,22.1,BF05,5,49k,49000,Freq#2
47.2,0.4,21.6,BF05,5,49k,49000,Freq#3
46.7,0.4,21.3,BF05,5,49k,49000,Freq#4
46.0,0.4,21.0,BF05,5,49k,49000,Freq#5
54.4,0.4,21.7,BF05,5,49k,49000,H_l#1
52.0,0.4,20.3,BF05,5,49k,49000,H_l#2
53.2,0.4,21.0,BF05,5,49k,49000,H_l#3
54.9,0.4,22.4,BF05,5,49k,49000,H_l#4
54.2,0.5,23.9,BF05,5,49k,49000,H_l#5
54.5,1.5,23.4,BF05,5,49k,49000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,49k,49000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,49k,49000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,49k,49000,MC_AIXI#4
49.3,1.3,20.7,BF05,5,49k,49000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,49k,49000,Q_l#1
50.0,0.4,19.7,BF05,5,49k,49000,Q_l#2
51.8,0.4,21.0,BF05,5,49k,49000,Q_l#3
53.2,0.5,23.5,BF05,5,49k,49000,Q_l#4
52.6,0.4,22.6,BF05,5,49k,49000,Q_l#5
47.1,0.4,19.5,BF05,5,49k,49000,Q_0#1
48.8,0.4,20.0,BF05,5,49k,49000,Q_0#2
50.7,0.4,20.5,BF05,5,49k,49000,Q_0#3
52.0,0.4,21.6,BF05,5,49k,49000,Q_0#4
51.6,0.4,22.4,BF05,5,49k,49000,Q_0#5
46.6,0.4,22.4,BF05,5,50k,50000,Freq#1
47.4,0.4,22.1,BF05,5,50k,50000,Freq#2
47.3,0.4,21.6,BF05,5,50k,50000,Freq#3
46.8,0.4,21.3,BF05,5,50k,50000,Freq#4
46.0,0.4,21.0,BF05,5,50k,50000,Freq#5
54.4,0.4,21.7,BF05,5,50k,50000,H_l#1
52.0,0.4,20.3,BF05,5,50k,50000,H_l#2
53.2,0.4,21.0,BF05,5,50k,50000,H_l#3
54.9,0.4,22.4,BF05,5,50k,50000,H_l#4
54.2,0.5,23.9,BF05,5,50k,50000,H_l#5
54.5,1.5,23.4,BF05,5,50k,50000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,50k,50000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,50k,50000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,50k,50000,MC_AIXI#4
49.3,1.3,20.7,BF05,5,50k,50000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,50k,50000,Q_l#1
50.0,0.4,19.7,BF05,5,50k,50000,Q_l#2
51.8,0.4,21.0,BF05,5,50k,50000,Q_l#3
53.2,0.5,23.5,BF05,5,50k,50000,Q_l#4
52.6,0.4,22.6,BF05,5,50k,50000,Q_l#5
47.1,0.4,19.5,BF05,5,50k,50000,Q_0#1
48.8,0.4,20.0,BF05,5,50k,50000,Q_0#2
50.7,0.4,20.5,BF05,5,50k,50000,Q_0#3
52.0,0.4,21.6,BF05,5,50k,50000,Q_0#4
51.7,0.4,22.4,BF05,5,50k,50000,Q_0#5
46.7,0.4,22.4,BF05,5,51k,51000,Freq#1
47.5,0.4,22.1,BF05,5,51k,51000,Freq#2
47.3,0.4,21.6,BF05,5,51k,51000,Freq#3
46.8,0.4,21.4,BF05,5,51k,51000,Freq#4
46.1,0.4,21.0,BF05,5,51k,51000,Freq#5
54.4,0.4,21.7,BF05,5,51k,51000,H_l#1
52.1,0.4,20.2,BF05,5,51k,51000,H_l#2
53.2,0.4,21.0,BF05,5,51k,51000,H_l#3
55.0,0.4,22.4,BF05,5,51k,51000,H_l#4
54.2,0.5,23.9,BF05,5,51k,51000,H_l#5
54.5,1.5,23.4,BF05,5,51k,51000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,51k,51000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,51k,51000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,51k,51000,MC_AIXI#4
49.4,1.3,20.7,BF05,5,51k,51000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,51k,51000,Q_l#1
50.0,0.4,19.7,BF05,5,51k,51000,Q_l#2
51.8,0.4,21.0,BF05,5,51k,51000,Q_l#3
53.3,0.5,23.5,BF05,5,51k,51000,Q_l#4
52.6,0.4,22.5,BF05,5,51k,51000,Q_l#5
47.1,0.4,19.5,BF05,5,51k,51000,Q_0#1
48.8,0.4,20.0,BF05,5,51k,51000,Q_0#2
50.7,0.4,20.5,BF05,5,51k,51000,Q_0#3
52.0,0.4,21.6,BF05,5,51k,51000,Q_0#4
51.7,0.4,22.4,BF05,5,51k,51000,Q_0#5
46.7,0.4,22.4,BF05,5,52k,52000,Freq#1
47.5,0.4,22.1,BF05,5,52k,52000,Freq#2
47.3,0.4,21.5,BF05,5,52k,52000,Freq#3
46.8,0.4,21.4,BF05,5,52k,52000,Freq#4
46.1,0.4,21.0,BF05,5,52k,52000,Freq#5
54.4,0.4,21.7,BF05,5,52k,52000,H_l#1
52.1,0.4,20.2,BF05,5,52k,52000,H_l#2
53.2,0.4,21.0,BF05,5,52k,52000,H_l#3
55.0,0.4,22.4,BF05,5,52k,52000,H_l#4
54.2,0.5,23.9,BF05,5,52k,52000,H_l#5
54.5,1.5,23.4,BF05,5,52k,52000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,52k,52000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,52k,52000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,52k,52000,MC_AIXI#4
49.4,1.3,20.7,BF05,5,52k,52000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,52k,52000,Q_l#1
50.0,0.4,19.7,BF05,5,52k,52000,Q_l#2
51.8,0.4,21.0,BF05,5,52k,52000,Q_l#3
53.3,0.5,23.5,BF05,5,52k,52000,Q_l#4
52.7,0.4,22.5,BF05,5,52k,52000,Q_l#5
47.1,0.4,19.5,BF05,5,52k,52000,Q_0#1
48.9,0.4,20.0,BF05,5,52k,52000,Q_0#2
50.7,0.4,20.5,BF05,5,52k,52000,Q_0#3
52.0,0.4,21.6,BF05,5,52k,52000,Q_0#4
51.8,0.4,22.4,BF05,5,52k,52000,Q_0#5
46.7,0.4,22.4,BF05,5,53k,53000,Freq#1
47.5,0.4,22.1,BF05,5,53k,53000,Freq#2
47.3,0.4,21.5,BF05,5,53k,53000,Freq#3
46.8,0.4,21.4,BF05,5,53k,53000,Freq#4
46.1,0.4,21.0,BF05,5,53k,53000,Freq#5
54.4,0.4,21.7,BF05,5,53k,53000,H_l#1
52.1,0.4,20.2,BF05,5,53k,53000,H_l#2
53.2,0.4,21.0,BF05,5,53k,53000,H_l#3
55.0,0.4,22.4,BF05,5,53k,53000,H_l#4
54.2,0.5,23.9,BF05,5,53k,53000,H_l#5
54.5,1.5,23.4,BF05,5,53k,53000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,53k,53000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,53k,53000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,53k,53000,MC_AIXI#4
49.4,1.3,20.7,BF05,5,53k,53000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,53k,53000,Q_l#1
50.0,0.4,19.7,BF05,5,53k,53000,Q_l#2
51.8,0.4,21.0,BF05,5,53k,53000,Q_l#3
53.3,0.5,23.5,BF05,5,53k,53000,Q_l#4
52.7,0.4,22.5,BF05,5,53k,53000,Q_l#5
47.1,0.4,19.5,BF05,5,53k,53000,Q_0#1
48.9,0.4,20.0,BF05,5,53k,53000,Q_0#2
50.7,0.4,20.5,BF05,5,53k,53000,Q_0#3
52.1,0.4,21.6,BF05,5,53k,53000,Q_0#4
51.8,0.4,22.4,BF05,5,53k,53000,Q_0#5
46.8,0.4,22.4,BF05,5,54k,54000,Freq#1
47.5,0.4,22.1,BF05,5,54k,54000,Freq#2
47.4,0.4,21.5,BF05,5,54k,54000,Freq#3
46.9,0.4,21.4,BF05,5,54k,54000,Freq#4
46.1,0.4,21.0,BF05,5,54k,54000,Freq#5
54.4,0.4,21.7,BF05,5,54k,54000,H_l#1
52.1,0.4,20.2,BF05,5,54k,54000,H_l#2
53.2,0.4,21.0,BF05,5,54k,54000,H_l#3
55.0,0.4,22.4,BF05,5,54k,54000,H_l#4
54.2,0.5,23.9,BF05,5,54k,54000,H_l#5
54.6,1.5,23.4,BF05,5,54k,54000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,54k,54000,MC_AIXI#2
55.2,1.4,22.8,BF05,5,54k,54000,MC_AIXI#3
53.9,1.3,21.7,BF05,5,54k,54000,MC_AIXI#4
49.5,1.3,20.7,BF05,5,54k,54000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,54k,54000,Q_l#1
